review_id,stars,date,title,text,source,product,version,vote_count,place_name,address,city,state,latitude,longitude,google_rating,total_reviews_at_location
14177165529,1,2026-06-13,Why is it in Spanish,I got the app and it was Spanish Korean or something don’t get it,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
14159553663,1,2026-06-08,Scam app,"Hello , I don’t t speak Korean or any other languages but this is unnecessary and unacceptable. When I opened this app I noticed it had a different language but I didn’t think much of it. When I saw the prices I noticed that this is a scam because I have a bracelet that’s on here and that is $80-$110  but on here it says $180,000 and it really doesn’t make sense. This app shouldn’t be on here!",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
14155119722,1,2026-06-07,Not in English,Pandora is in some type of Asian language. I’m not sure why it doesn’t have different opinions….,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
14112541253,1,2026-05-27,Language,The language issue on the app is a big issue,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
14101760640,1,2026-05-24,DONT DOWNLAOD,This app is terrible dont download,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
14061325190,1,2026-05-13,Terrible,"why is this is chinese ?? just becaude im learning chinese doesnt mean i know all this . and these prices are ridiculous!! i would give 0 stars if i could , i was trying to find me and my friend a matching ring 🫪",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
14039200136,1,2026-05-07,Do Better Pandora,Your app...sucks. It's an absolute pain to change the language. Half the time when you try to make an order it don't even work.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13997374454,1,2026-04-25,Do not even attempt,Oh it’s not even English believe it’s the biggest scam ! Just don’t even waste your time un downloaded so fast.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13986834796,3,2026-04-22,Language,I don’t know how to change the language to English 😔,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13983540246,1,2026-04-21,Horrible,"Do not download this the first language that popped up was Korean, and I didn’t understand how to select anything this is so horrible …",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13959207847,1,2026-04-14,Bad app,I can’t read it’s a foreign language,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13959127065,1,2026-04-14,Language,Language is in a language I can read or speak,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13951216871,1,2026-04-12,Please explain,Why is the app in scrip? Where is the English translation?,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13948696884,1,2026-04-11,pandora app,the app is very dysfunctional the set language isn't even english and the app was continuously getting stuck,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13927346623,1,2026-04-05,The English version,Does not have an English version only has one language and it’s pointless when people are in the US trying to use this app do not get it,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13905065614,1,2026-03-30,..,so like their calling me nonblack even tho i am because like the have me chinese words on the app soon as i downloaded it,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13901277098,1,2026-03-29,Horrible,Considering I the first thing I open is a foreign language and me personally speak English there should be an option for another language considering most of the people language would speak English,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13834213636,5,2026-03-10,quiero mi página en español,x favor,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13821192787,1,2026-03-06,Ts goofy asl,why ts not in english .,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13778627705,1,2026-02-22,Language,I don't speak this language and I can't read anything on this stupid app YOU CANT EVEN CHANGE THE LANGUAGE THIS IS Unfortunately THE WORST APP EVER DONT DOWNLOAD JUST GO TO THE STORE,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13778626777,1,2026-02-22,I CANT THIS LANGUAGE EVEN WITH AI,this app seriously sucks just go on safari,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13757510763,1,2026-02-16,Don’t waste your time,as soon as you download the app it’s all in a different language it kinda of makes me feel like it’s some fake app cus juts the set up of it is weird,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13734614292,1,2026-02-10,Why is it only in Korean???,There should be an option for languages!!!,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13724176777,1,2026-02-07,TERRIBLE,I can’t even read it it’s literally in Korean I’m uninstalling this app,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13706602804,1,2026-02-02,Language choice,Why is this app in Korean?  I have no clue what I’m doing. Please take into consideration us US citizens that only speak & read our own language!,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13690566625,1,2026-01-29,Words,Why is the words not in English i can’t understand nothing y’all saying,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13668261209,1,2026-01-23,Language,It wouldn’t let me switch my language to English it was stuck is Chinese or something it was really annoying so I am going this a one star.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13661618919,1,2026-01-21,Why is there only one for KR but not US??,I feel like there should be one for us too,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13657430439,1,2026-01-20,Can’t order what I can’t read,Where’s the ENGLISH SITE,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13642446964,5,2026-01-16,Great App,我在你的世界里面没有什么可比度呢就没有我你知道不对了就不要发过来吗不接算不了是么意思嘛不要回个了啊不要打电话过来哦不要打电话过来,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13623348464,1,2026-01-11,Awful,The app is pointless to use unless yu speak or read Korean language it makes it hard to use the app,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13592522771,1,2026-01-03,Language,"I couldn’t even read how much it was. I thought my phone was tweaking, even re downloaded it to see if I was. My price was all weird and the only thing I could see clearly and understanding was the items, but otherwise. Don’t recommend using this app. That’s why I only put 1 star!!!",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13570518339,1,2025-12-29,Why is it in a foreign language???,I don’t understand a single word,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13566504409,1,2025-12-28,Language,As soon as app downloads it’s in a language I didn’t understand and the website works better than the actually app. I cannot understand the language used and I think choosing a language should be required.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13559453530,1,2025-12-26,Language,Terrible I can’t understand the language and I can’t change my because I don’t know what it’s saying I don’t understand how I’m supposed to shop on this app when I can’t understand anything it’s ridiculous,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13557677231,1,2025-12-26,Do not download pandora,"I don’t recommend this app because as a whole different language that is being spoken that people and myself can’t even understand,and there is no way for you to change the language settings.",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13555651103,1,2025-12-25,Foreign language,I don’t understand why the app is in a foreign language. This is the second time I have downloaded this app and the problem has not been fixed,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13555568224,1,2025-12-25,Not Seevice,"Why they don’t have this app in English, is annoying not to understand",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13540700915,1,2025-12-21,Don’t get,Only in Korean language,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13537495467,1,2025-12-20,I’m assuming the site is for Korean’s only,"As I do not speak or read any other of the Asian languages I can only assume the KR at the end of the application name is for Korean. How can one change to any of the other 7 languages this application claims to support if I cannot read what, where or how to do this? Seems y’all should make that clear to the simple folk who only speak and read English here in America. Just a thought.",app_store,Pandora Jewelry,1.0.30201,11,,,,,,,,
13529050593,1,2025-12-18,Language barrier,When you first sign in everything is in Korean and you can’t sign in because you wouldn’t know where to go,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13511110735,1,2025-12-13,Unacceptable,There should be no reason the first language there is when you open the app is a foreign language!! There should be language options instead of assuming we speak a foreign language- there is also a fake pandora site!! Make sure the site you use is the official site I’ve been scrolling through a fake website all this time,app_store,Pandora Jewelry,1.0.30201,2,,,,,,,,
13503011555,1,2025-12-11,Bad app !,This app is ridiculous !!!! I go to download the app and it is in a foreign language that I can’t seem to understand ??? Pandora fix your app!!!!! I am very mad this is unacceptable.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13491972567,1,2025-12-08,review,"This app is horrible, as soon as you download its in a specific language I can’t even seem to understand. Therefore, I couldn’t use the app. If you have such an app the first thing should be to have an options of languages so you can switch to the one you understand. 0/10 do not download",app_store,Pandora Jewelry,1.0.30201,1,,,,,,,,
13490134795,1,2025-12-08,Horrible,No English??,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13484606063,1,2025-12-06,DONT GET,It’s so bad i downloaded the app i would’ve thought it would be in English and its full on Korean I don’t know how to change it cause I can’t read anything that it says or understand it’s a waste of time,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13484300208,1,2025-12-06,The app is only in one language,There’s no way to change it if you speak any other language,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13481947233,1,2025-12-06,The worst,"NOT EVEN WORTH ONE STAR .I downloaded this app to get my mom a present but when I went into it it was litterly  all in Korean. I couldn’t understand anything and I tried using Google Translate but you couldn’t change the language like you have more customers that don’t speak Korean, I am very disappointed. NEVER GET THIS APP unless you know Korean.",app_store,Pandora Jewelry,1.0.30201,1,,,,,,,,
13469831461,1,2025-12-03,Not in English,Why have an official Pandora app that is not in English? That is ridiculous.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13468636649,1,2025-12-02,No la descarguen,"Esta app parece una estafa, cuando la descargas no dice ""Pandora"" dice ""café..."" y luego que entras se pone en japonés casi todo",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13461408261,1,2025-11-30,Language,This app is only for a small percentage would use this. This corporation should know better! People should be able to select their language.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13460236026,1,2025-11-30,Scam,Scam,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13459837965,1,2025-11-30,.,no english,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13456046214,1,2025-11-29,Not worth it,"Not even worth one star, I downloaded it thinking it would be in English or you could at least change it to English but no you can’t. Don’t get unless you speak Korean or Japanese.",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13448255273,1,2025-11-27,Why cant I change the language,It’s all in Korean and I can’t even change it,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13445496156,1,2025-11-26,can’t read it,"I got this app and I don’t know why it’s in korean and I can’t change it back. my phone settings is in english so I don’t know why it’s doing that. I talked to the AI customer service bot and it was not helpfull at all, do not get this app.",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13443428328,1,2025-11-26,Terrible,"The app won’t let me change the language back to English, and app support did not help.",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13440717464,1,2025-11-25,Have the language setting!!!,"This is very unacceptable, there’s so many pandora customers who speak other languages!! WHY on earth would you guys not have the setting to change the language?!? Do better",app_store,Pandora Jewelry,1.0.30201,1,,,,,,,,
13425425868,1,2025-11-21,English please!,"Downloaded the app thinking it would be easier to use instead of the website, since it’s slow. But nooooooooo it’s in Japanese or Korean. Make something that’s in English please",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13424735645,1,2025-11-21,All in Chinese no English,Horrible for the US to use,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13419915733,1,2025-11-20,Don’t waste your time,"downloaded the Pandora app with the excitement of a suburban mom discovering a new Target aisle… only to open it and be greeted with zero English. Not a sprinkle. Not a dash. Not even a lonely “OK” button.  I’m sitting there tapping around like I’m trying to crack the Da Vinci Code, except at least that had clues in a language I speak.  I mean honestly, Pandora, how am I supposed to complain properly if I can’t even read the menu? I didn’t sign up for Duolingo today I signed up for jewelry   Until there’s an English option, consider me standing in the digital doorway with my arms crossed, asking loudly, “Can I speak to the developer?”",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13415115065,1,2025-11-18,The app,"It’s not in English, you don’t understand a worddd !!!",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13401968813,1,2025-11-15,It change language to Chinese or Japanese I don’t know how to read that,Bad,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13387084589,1,2025-11-11,😂,Terrible. Why is everything in korean ???,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13376753893,1,2025-11-09,English please,Need to offer an ALL English version.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13374064123,1,2025-11-08,ridiculous,literally in a different language. don’t just assume that everyone speaks korean and now i can’t even buy anything so i guess it’s your loss.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13359463646,1,2025-11-05,So dumb,No English,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13322254628,1,2025-10-27,Not in English,Should be clear that the app is in Korean.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13272630420,1,2025-10-15,What’s this?,Why isn’t this app in English? What a waste of time!,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13246265986,1,2025-10-09,So dumb!,"""If you don't know how to read korean its not the apps fault"" BE QUIET !",app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13146469254,1,2025-09-16,🤦🏾‍♀️,🤣🤣🤣🤣 joke,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13145990828,1,2025-09-16,English,I don’t know how to speak Korean,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13056136308,1,2025-08-24,Language,If you don’t know how to read Korean then don’t get the app,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13051666586,1,2025-08-23,Where is the English one?,I do not speak read Korean. All I know is 😖 this is not for me. Goodbye so long.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13012614230,1,2025-08-13,I speak English not Korean,I speak English not Korean,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13001072428,1,2025-08-10,All in Korean,"If you can’t read Korean don’t download the app, just go through safari!",app_store,Pandora Jewelry,1.0.30201,1,,,,,,,,
12980115827,5,2025-08-05,Fremont California United States of America,Hello my name is John and I read write and speak Chinese,app_store,Pandora Jewelry,1.0.30201,5,,,,,,,,
12953513943,1,2025-07-29,😂,Dumb app don’t get and waste time I tried for 2 hours but u can’t change it I’ll stick to safari,app_store,Pandora Jewelry,1.0.30201,2,,,,,,,,
12953513934,1,2025-07-29,Language,Doesn’t have English can’t understand anything I tired for    two HOURS very very disappointed wow.,app_store,Pandora Jewelry,1.0.30201,1,,,,,,,,
12939835603,1,2025-07-26,🤣,If you don’t know their language then they don’t want your money.,app_store,Pandora Jewelry,1.0.30201,1,,,,,,,,
12920239742,1,2025-07-21,No English.,When I downloaded the app I thought it would be in English. But when I went on to the app today I found it was a Korean or Japanese. I don’t know the language so I couldn’t figure out how to change it to English. DONT download unless you understand Korean.,app_store,Pandora Jewelry,1.0.30201,5,,,,,,,,
12915640005,1,2025-07-20,Rate,I don’t understand it at all so i literally just deleted the app,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
12909286584,1,2025-07-18,!!,Can't change the language from Korean to English,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
12907277342,1,2025-07-18,Trash,Can’t even read it,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
12901340990,1,2025-07-16,Garbage,Can’t change it to English ill stick to Safari,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
12869646203,1,2025-07-08,Garbage,Not in English and can’t change it!,app_store,Pandora Jewelry,1.0.30201,1,,,,,,,,
12840575050,1,2025-07-01,Trash,Not in English,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
12815542903,1,2025-06-25,english,i clicked something else and it’s not in english so i can’t read anything.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
12771828151,1,2025-06-13,Garbage Chinese app,🗑️,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
12767127763,1,2025-06-12,language,it’s not in english and i don’t know how to change it,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
